iteration,seed,n_nodes_graph,n_edges_graph,time_budget,n_improvements,best_dist,best_n_nodes,coverage_pct,last_improvement_time,total_iter_time,improvements_json
1,1,523,739,120,69,57075.87,420,80.31,99.32,99.43,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.04, 1181.32, 9, ""rand-warnsdorf""], [0.04, 1181.32, 9, ""rand-warn-rev""], [0.11, 9715.53, 87, ""rand-warn-rev""], [3.08, 11614.17, 103, ""rand-warn-rev""], [8.19, 11799.24, 108, ""rand-warnsdorf""], [12.18, 11922.98, 97, ""rand-warn-rev""], [41.09, 13280.91, 103, ""reroute""], [42.93, 14625.19, 109, ""reroute""], [44.79, 15734.1, 114, ""reroute""], [46.59, 16811.38, 120, ""reroute""], [48.45, 17860.1, 126, ""reroute""], [50.04, 18873.8, 132, ""reroute""], [51.8, 19755.42, 138, ""reroute""], [53.56, 20513.96, 144, ""reroute""], [55.28, 21255.94, 150, ""reroute""], [57.08, 22326.7, 156, ""reroute""], [58.72, 23093.24, 161, ""reroute""], [60.33, 23799.7, 167, ""reroute""], [62.32, 24441.05, 172, ""reroute""], [64.37, 26401.13, 178, ""reroute""], [66.32, 27208.13, 184, ""reroute""], [67.92, 28264.6, 190, ""reroute""], [69.61, 29109.17, 196, ""reroute""], [71.07, 30112.86, 202, ""reroute""], [72.23, 31035.96, 208, ""reroute""], [73.71, 31549.3, 213, ""reroute""], [74.96, 32229.96, 219, ""reroute""], [76.55, 33893.97, 225, ""reroute""], [78.09, 35800.27, 231, ""reroute""], [79.86, 36835.62, 237, ""reroute""], [81.47, 38059.48, 243, ""reroute""], [82.96, 39367.38, 249, ""reroute""], [84.38, 40253.83, 255, ""reroute""], [86.02, 41127.68, 261, ""reroute""], [87.1, 41845.25, 267, ""reroute""], [88.51, 42357.35, 273, ""reroute""], [89.71, 42824.61, 279, ""reroute""], [90.79, 43647.42, 285, ""reroute""], [91.58, 44863.98, 291, ""reroute""], [92.37, 45835.58, 297, ""reroute""], [93.09, 46531.87, 303, ""reroute""], [93.64, 47222.77, 309, ""reroute""], [94.15, 47817.69, 315, ""reroute""], [94.62, 48540.57, 321, ""reroute""], [95.05, 49441.97, 327, ""reroute""], [95.43, 50229.71, 333, ""reroute""], [95.77, 50959.45, 339, ""reroute""], [96.09, 51530.19, 344, ""reroute""], [96.36, 52595.9, 350, ""reroute""], [96.61, 53101.18, 355, ""reroute""], [96.84, 53590.61, 361, ""reroute""], [97.04, 53957.62, 366, ""reroute""], [97.23, 54411.94, 371, ""reroute""], [97.42, 54783.18, 375, ""reroute""], [97.6, 55129.41, 380, ""reroute""], [97.76, 55442.09, 386, ""reroute""], [97.92, 55739.6, 390, ""reroute""], [98.06, 56028.46, 396, ""reroute""], [98.2, 56243.55, 397, ""reroute""], [98.34, 56441.09, 400, ""reroute""], [98.48, 56557.79, 401, ""reroute""], [98.61, 56666.79, 403, ""reroute""], [98.74, 56762.44, 407, ""reroute""], [98.85, 56848.78, 410, ""reroute""], [98.97, 56932.25, 412, ""reroute""], [99.09, 56992.48, 416, ""reroute""], [99.21, 57043.66, 417, ""reroute""], [99.32, 57075.87, 420, ""reroute""]]"
2,2,523,739,120,76,55775.32,426,81.45,100.55,100.66,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.0, 1181.32, 9, ""rand-warn-rev""], [0.02, 2779.48, 24, ""rand-warnsdorf""], [0.04, 2830.23, 19, ""rand-warn-rev""], [0.45, 2905.38, 25, ""rand-warn-rev""], [0.48, 4420.67, 32, ""rand-warn-rev""], [3.85, 4552.0, 34, ""rand-warnsdorf""], [5.05, 8334.69, 56, ""rand-warn-rev""], [5.34, 10781.66, 88, ""rand-warn-rev""], [7.1, 11430.26, 101, ""rand-warnsdorf""], [24.21, 12139.71, 98, ""rand-warnsdorf""], [25.49, 12772.02, 114, ""rand-warn-rev""], [25.66, 14551.21, 116, ""rand-warn-rev""], [41.55, 15489.11, 122, ""reroute""], [43.5, 16468.77, 128, ""reroute""], [45.78, 17588.59, 134, ""reroute""], [48.01, 18867.11, 140, ""reroute""], [50.32, 19839.98, 146, ""reroute""], [52.94, 20766.9, 152, ""reroute""], [55.17, 21946.53, 158, ""reroute""], [57.73, 23446.72, 164, ""reroute""], [60.18, 24357.84, 170, ""reroute""], [62.36, 25258.86, 176, ""reroute""], [64.63, 26101.73, 180, ""reroute""], [66.61, 26872.03, 185, ""reroute""], [68.56, 27608.5, 191, ""reroute""], [70.26, 28622.22, 197, ""reroute""], [72.05, 29301.7, 203, ""reroute""], [73.43, 30095.75, 209, ""reroute""], [74.86, 30741.18, 215, ""reroute""], [75.8, 31358.28, 221, ""reroute""], [76.91, 32115.18, 226, ""reroute""], [77.93, 32996.78, 232, ""reroute""], [78.84, 34067.55, 238, ""reroute""], [79.99, 34728.25, 244, ""reroute""], [81.21, 36693.7, 249, ""reroute""], [82.35, 37557.71, 255, ""reroute""], [83.69, 38510.78, 260, ""reroute""], [85.08, 39357.32, 266, ""reroute""], [86.49, 40413.8, 272, ""reroute""], [87.72, 41258.37, 278, ""reroute""], [88.63, 42262.05, 284, ""reroute""], [89.52, 43185.15, 290, ""reroute""], [90.41, 43895.31, 296, ""reroute""], [91.36, 44493.16, 302, ""reroute""], [92.23, 45287.11, 306, ""reroute""], [93.04, 45877.35, 312, ""reroute""], [93.77, 46422.49, 318, ""reroute""], [94.52, 46964.64, 321, ""reroute""], [95.18, 47477.98, 326, ""reroute""], [95.85, 48118.64, 332, ""reroute""], [96.27, 49083.83, 338, ""reroute""], [96.73, 49751.47, 344, ""reroute""], [97.11, 50251.05, 350, ""reroute""], [97.4, 50818.0, 355, ""reroute""], [97.63, 51274.54, 361, ""reroute""], [97.86, 51674.34, 366, ""reroute""], [98.04, 52063.1, 370, ""reroute""], [98.22, 52448.74, 374, ""reroute""], [98.41, 52809.04, 379, ""reroute""], [98.58, 53183.53, 384, ""reroute""], [98.73, 53462.35, 388, ""reroute""], [98.88, 53669.59, 392, ""reroute""], [99.03, 53867.13, 395, ""reroute""], [99.17, 54018.19, 401, ""reroute""], [99.31, 54494.28, 402, ""reroute""], [99.44, 54636.81, 404, ""reroute""], [99.58, 54759.1, 405, ""reroute""], [99.71, 54880.37, 408, ""reroute""], [99.84, 54987.41, 409, ""reroute""], [99.96, 55084.9, 410, ""reroute""], [100.09, 55176.92, 413, ""reroute""], [100.21, 55263.25, 416, ""reroute""], [100.33, 55713.48, 421, ""reroute""], [100.44, 55773.71, 425, ""reroute""], [100.55, 55775.32, 426, ""reroute""]]"
3,3,523,739,120,77,58307.54,435,83.17,85.45,85.55,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.01, 2779.48, 24, ""rand-warn-rev""], [0.06, 2804.8, 23, ""rand-warn-rev""], [0.35, 3027.34, 26, ""rand-warn-rev""], [0.41, 4594.04, 35, ""rand-warnsdorf""], [0.52, 8144.13, 80, ""rand-warn-rev""], [2.06, 10829.28, 88, ""rand-warnsdorf""], [5.48, 11573.89, 99, ""rand-warnsdorf""], [10.92, 12082.23, 106, ""rand-warn-rev""], [40.88, 13821.11, 112, ""reroute""], [42.21, 14930.03, 117, ""reroute""], [43.62, 15845.29, 123, ""reroute""], [45.01, 16614.75, 129, ""reroute""], [46.49, 17792.77, 135, ""reroute""], [47.74, 18702.47, 141, ""reroute""], [49.23, 19456.87, 147, ""reroute""], [50.46, 20338.22, 153, ""reroute""], [51.49, 21049.6, 159, ""reroute""], [52.68, 22516.42, 165, ""reroute""], [53.82, 23255.25, 171, ""reroute""], [54.91, 24376.94, 177, ""reroute""], [56.34, 25071.25, 183, ""reroute""], [57.49, 27050.7, 189, ""reroute""], [58.73, 27893.32, 195, ""reroute""], [59.92, 28762.17, 201, ""reroute""], [60.97, 29925.75, 207, ""reroute""], [62.08, 30711.76, 212, ""reroute""], [63.03, 31528.18, 218, ""reroute""], [64.0, 32191.69, 222, ""reroute""], [64.78, 32853.32, 228, ""reroute""], [65.64, 33382.14, 233, ""reroute""], [66.36, 33895.48, 238, ""reroute""], [67.03, 34535.69, 244, ""reroute""], [68.59, 35501.33, 250, ""reroute""], [69.61, 38232.81, 256, ""reroute""], [71.34, 39396.45, 262, ""reroute""], [72.31, 40319.21, 268, ""reroute""], [73.19, 41712.9, 274, ""reroute""], [73.97, 42763.23, 280, ""reroute""], [74.84, 43489.4, 286, ""reroute""], [75.68, 44075.04, 292, ""reroute""], [76.5, 44669.96, 298, ""reroute""], [77.19, 45452.86, 302, ""reroute""], [77.91, 46151.83, 306, ""reroute""], [78.65, 46881.57, 312, ""reroute""], [79.35, 47542.37, 317, ""reroute""], [79.83, 48204.86, 323, ""reroute""], [80.24, 48775.59, 328, ""reroute""], [80.6, 49841.31, 334, ""reroute""], [81.04, 50325.74, 340, ""reroute""], [81.39, 51460.8, 346, ""reroute""], [81.66, 51918.38, 351, ""reroute""], [81.95, 52535.32, 357, ""reroute""], [82.23, 53145.15, 363, ""reroute""], [82.47, 53690.28, 369, ""reroute""], [82.69, 54239.92, 373, ""reroute""], [82.91, 54695.28, 379, ""reroute""], [83.08, 55078.06, 382, ""reroute""], [83.27, 55424.38, 388, ""reroute""], [83.43, 55972.81, 394, ""reroute""], [83.58, 56317.29, 397, ""reroute""], [83.74, 56606.15, 403, ""reroute""], [83.87, 56869.65, 406, ""reroute""], [83.99, 57116.46, 407, ""reroute""], [84.12, 57325.54, 410, ""reroute""], [84.24, 57467.14, 412, ""reroute""], [84.37, 57597.36, 414, ""reroute""], [84.48, 57694.85, 415, ""reroute""], [84.6, 57790.5, 419, ""reroute""], [84.72, 57873.49, 422, ""reroute""], [84.83, 57955.98, 423, ""reroute""], [84.94, 58026.6, 425, ""reroute""], [85.04, 58094.82, 428, ""reroute""], [85.14, 58211.45, 430, ""reroute""], [85.25, 58271.68, 434, ""reroute""], [85.35, 58292.25, 434, ""reroute""], [85.45, 58307.54, 435, ""reroute""]]"
4,4,523,739,120,73,56918.20,418,79.92,89.27,89.38,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.01, 1181.32, 9, ""rand-warn-rev""], [0.02, 2738.09, 21, ""rand-warnsdorf""], [0.15, 3313.24, 26, ""rand-warnsdorf""], [0.39, 3632.35, 31, ""rand-warnsdorf""], [0.74, 4117.28, 34, ""rand-warn-rev""], [1.13, 4507.66, 33, ""rand-warn-rev""], [1.52, 7285.28, 52, ""rand-warnsdorf""], [6.27, 11991.2, 98, ""rand-warnsdorf""], [40.83, 13309.41, 104, ""reroute""], [41.76, 14418.33, 109, ""reroute""], [42.88, 15403.05, 115, ""reroute""], [44.32, 16277.75, 121, ""reroute""], [45.73, 17321.78, 127, ""reroute""], [47.05, 18821.97, 133, ""reroute""], [48.22, 19569.85, 137, ""reroute""], [49.27, 20281.23, 143, ""reroute""], [50.65, 21748.05, 149, ""reroute""], [52.14, 22486.88, 155, ""reroute""], [53.84, 23608.57, 161, ""reroute""], [55.6, 24302.87, 167, ""reroute""], [57.35, 24964.61, 173, ""reroute""], [59.2, 26930.06, 178, ""reroute""], [60.74, 27665.54, 184, ""reroute""], [62.54, 28637.9, 190, ""reroute""], [63.84, 29439.34, 195, ""reroute""], [65.06, 30235.26, 201, ""reroute""], [66.03, 31072.99, 206, ""reroute""], [67.11, 31718.42, 212, ""reroute""], [68.21, 32225.86, 218, ""reroute""], [69.19, 32896.87, 224, ""reroute""], [70.08, 33537.53, 230, ""reroute""], [71.14, 35201.54, 236, ""reroute""], [72.25, 37107.84, 242, ""reroute""], [73.5, 38146.02, 248, ""reroute""], [74.61, 39181.37, 254, ""reroute""], [75.61, 40405.23, 260, ""reroute""], [76.47, 41539.76, 266, ""reroute""], [77.39, 42444.74, 272, ""reroute""], [78.38, 43076.43, 278, ""reroute""], [79.32, 43671.35, 284, ""reroute""], [80.21, 44394.23, 290, ""reroute""], [80.95, 45497.21, 296, ""reroute""], [81.77, 46255.5, 302, ""reroute""], [82.5, 47004.55, 308, ""reroute""], [82.98, 47621.65, 314, ""reroute""], [83.48, 48244.1, 317, ""reroute""], [83.94, 48839.73, 321, ""reroute""], [84.35, 49305.58, 327, ""reroute""], [84.79, 49829.37, 333, ""reroute""], [85.11, 50262.41, 339, ""reroute""], [85.47, 50668.72, 341, ""reroute""], [85.89, 51043.2, 346, ""reroute""], [86.2, 51395.14, 352, ""reroute""], [86.52, 52513.87, 358, ""reroute""], [86.81, 53020.82, 363, ""reroute""], [87.05, 53737.06, 368, ""reroute""], [87.24, 54303.51, 373, ""reroute""], [87.43, 54848.64, 379, ""reroute""], [87.6, 55301.08, 383, ""reroute""], [87.76, 55589.95, 389, ""reroute""], [87.91, 55845.5, 393, ""reroute""], [88.04, 56011.61, 395, ""reroute""], [88.17, 56174.85, 397, ""reroute""], [88.3, 56305.07, 399, ""reroute""], [88.44, 56402.56, 400, ""reroute""], [88.57, 56498.21, 404, ""reroute""], [88.7, 56586.32, 407, ""reroute""], [88.82, 56657.82, 408, ""reroute""], [88.93, 56726.04, 411, ""reroute""], [89.05, 56842.67, 413, ""reroute""], [89.16, 56902.9, 417, ""reroute""], [89.27, 56918.2, 418, ""reroute""]]"
5,5,523,739,120,75,57000.08,422,80.69,104.14,104.25,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.0, 1181.32, 9, ""rand-warn-rev""], [0.01, 2779.48, 24, ""rand-warn-rev""], [0.15, 3271.2, 25, ""rand-warnsdorf""], [0.33, 3977.23, 28, ""rand-warnsdorf""], [0.59, 4437.39, 32, ""rand-warn-rev""], [1.88, 4629.81, 39, ""rand-warn-rev""], [4.92, 6893.13, 61, ""rand-warnsdorf""], [7.63, 8695.98, 66, ""rand-warn-rev""], [16.97, 9758.48, 83, ""rand-warn-rev""], [26.13, 10623.84, 90, ""rand-warn-rev""], [32.55, 11384.46, 104, ""rand-warn-rev""], [41.11, 13116.75, 110, ""reroute""], [43.38, 14429.22, 116, ""reroute""], [45.17, 15705.17, 122, ""reroute""], [47.61, 17159.56, 128, ""reroute""], [49.57, 18240.37, 134, ""reroute""], [51.29, 19121.99, 140, ""reroute""], [53.49, 19974.15, 146, ""reroute""], [56.0, 21079.88, 152, ""reroute""], [57.97, 21998.27, 158, ""reroute""], [59.97, 22679.41, 163, ""reroute""], [61.87, 23320.76, 168, ""reroute""], [63.51, 25280.85, 174, ""reroute""], [65.46, 26087.84, 180, ""reroute""], [67.31, 27144.32, 186, ""reroute""], [69.06, 27988.89, 192, ""reroute""], [70.99, 28992.58, 198, ""reroute""], [72.61, 29915.68, 204, ""reroute""], [74.33, 30512.26, 209, ""reroute""], [75.57, 31025.61, 214, ""reroute""], [76.8, 31706.27, 220, ""reroute""], [78.85, 33370.27, 226, ""reroute""], [80.87, 35276.57, 232, ""reroute""], [82.43, 36311.92, 238, ""reroute""], [83.92, 37535.79, 244, ""reroute""], [85.88, 38843.68, 250, ""reroute""], [87.49, 39730.13, 256, ""reroute""], [88.73, 40603.98, 262, ""reroute""], [90.01, 41321.55, 268, ""reroute""], [91.26, 41916.47, 274, ""reroute""], [92.37, 42639.35, 280, ""reroute""], [93.37, 43742.33, 286, ""reroute""], [94.25, 44500.62, 292, ""reroute""], [94.91, 45249.67, 298, ""reroute""], [95.64, 45866.77, 304, ""reroute""], [96.61, 46489.22, 307, ""reroute""], [97.35, 47084.85, 311, ""reroute""], [97.99, 47596.95, 317, ""reroute""], [98.87, 48064.21, 323, ""reroute""], [99.4, 48887.02, 329, ""reroute""], [99.95, 50103.59, 335, ""reroute""], [100.48, 51075.19, 341, ""reroute""], [100.86, 51771.47, 347, ""reroute""], [101.16, 52462.37, 353, ""reroute""], [101.38, 52967.66, 358, ""reroute""], [101.59, 53457.09, 364, ""reroute""], [101.79, 53884.44, 368, ""reroute""], [102.01, 54251.45, 373, ""reroute""], [102.2, 54705.76, 378, ""reroute""], [102.37, 55051.98, 383, ""reroute""], [102.54, 55364.67, 389, ""reroute""], [102.68, 55653.53, 395, ""reroute""], [102.81, 55896.41, 396, ""reroute""], [102.94, 56093.94, 399, ""reroute""], [103.09, 56224.16, 401, ""reroute""], [103.22, 56340.86, 402, ""reroute""], [103.35, 56438.35, 403, ""reroute""], [103.47, 56534.0, 407, ""reroute""], [103.59, 56620.34, 410, ""reroute""], [103.7, 56703.81, 412, ""reroute""], [103.81, 56772.04, 415, ""reroute""], [103.93, 56888.67, 417, ""reroute""], [104.04, 56948.89, 421, ""reroute""], [104.14, 57000.08, 422, ""reroute""]]"
6,6,523,739,120,9,11654.00,90,17.21,8.25,242.91,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.0, 1181.32, 9, ""rand-warnsdorf""], [0.03, 2804.8, 23, ""rand-warnsdorf""], [0.34, 3337.9, 27, ""rand-warnsdorf""], [0.45, 4745.8, 39, ""rand-warnsdorf""], [0.8, 4903.08, 38, ""rand-warnsdorf""], [1.45, 5040.84, 39, ""rand-warn-rev""], [3.45, 11310.13, 103, ""rand-warn-rev""], [8.25, 11654.0, 90, ""rand-warn-rev""]]"
7,7,523,739,120,75,56845.06,423,80.88,99.94,100.05,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.02, 1181.32, 9, ""rand-warnsdorf""], [0.1, 1181.32, 9, ""rand-warn-rev""], [0.11, 3337.9, 27, ""rand-warn-rev""], [0.23, 4079.03, 37, ""rand-warnsdorf""], [1.26, 4836.38, 36, ""rand-warn-rev""], [3.77, 6943.54, 46, ""rand-warnsdorf""], [7.81, 8415.37, 57, ""rand-warnsdorf""], [12.29, 10340.2, 85, ""rand-warn-rev""], [16.6, 12551.21, 99, ""rand-warn-rev""], [17.44, 14137.6, 114, ""rand-warn-rev""], [41.49, 15698.7, 120, ""reroute""], [43.46, 16881.73, 126, ""reroute""], [45.55, 18061.72, 132, ""reroute""], [47.4, 19170.64, 137, ""reroute""], [49.56, 21450.34, 143, ""reroute""], [51.57, 22550.97, 149, ""reroute""], [53.81, 23382.55, 155, ""reroute""], [55.62, 24189.55, 161, ""reroute""], [57.38, 25246.02, 167, ""reroute""], [59.0, 26090.59, 173, ""reroute""], [60.58, 27094.28, 179, ""reroute""], [62.1, 28017.38, 185, ""reroute""], [63.57, 28736.0, 190, ""reroute""], [65.16, 29442.46, 196, ""reroute""], [66.57, 29982.33, 198, ""reroute""], [67.98, 30495.67, 203, ""reroute""], [69.44, 31176.33, 209, ""reroute""], [71.41, 32840.33, 215, ""reroute""], [73.21, 34746.64, 221, ""reroute""], [75.21, 35781.99, 227, ""reroute""], [76.91, 37005.85, 233, ""reroute""], [78.63, 38313.74, 239, ""reroute""], [80.38, 39200.19, 245, ""reroute""], [81.63, 40044.94, 251, ""reroute""], [83.04, 40753.65, 257, ""reroute""], [84.24, 41265.76, 263, ""reroute""], [85.67, 41860.67, 269, ""reroute""], [86.82, 42583.56, 275, ""reroute""], [87.87, 43484.96, 281, ""reroute""], [88.83, 44272.7, 287, ""reroute""], [89.92, 45002.44, 293, ""reroute""], [90.78, 45573.18, 298, ""reroute""], [91.69, 46638.89, 304, ""reroute""], [92.31, 47117.03, 308, ""reroute""], [93.12, 47919.37, 313, ""reroute""], [93.79, 48740.29, 319, ""reroute""], [94.64, 49334.26, 325, ""reroute""], [95.15, 50272.81, 330, ""reroute""], [95.6, 51088.72, 336, ""reroute""], [96.04, 51588.3, 342, ""reroute""], [96.4, 52155.25, 347, ""reroute""], [96.71, 52624.56, 353, ""reroute""], [96.92, 52991.57, 358, ""reroute""], [97.14, 53445.89, 363, ""reroute""], [97.33, 54164.95, 369, ""reroute""], [97.52, 54517.71, 375, ""reroute""], [97.7, 54888.96, 379, ""reroute""], [97.87, 55177.82, 385, ""reroute""], [98.02, 55426.42, 388, ""reroute""], [98.17, 55641.51, 389, ""reroute""], [98.32, 55839.04, 392, ""reroute""], [98.45, 55975.96, 394, ""reroute""], [98.6, 56106.18, 396, ""reroute""], [98.74, 56215.19, 398, ""reroute""], [98.88, 56310.84, 402, ""reroute""], [99.01, 56399.98, 403, ""reroute""], [99.14, 56486.32, 406, ""reroute""], [99.27, 56569.3, 409, ""reroute""], [99.39, 56639.92, 411, ""reroute""], [99.5, 56706.62, 413, ""reroute""], [99.61, 56766.84, 417, ""reroute""], [99.73, 56811.24, 419, ""reroute""], [99.84, 56843.44, 422, ""reroute""], [99.94, 56845.06, 423, ""reroute""]]"
8,8,523,739,120,74,57431.15,425,81.26,81.77,81.88,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.01, 1181.32, 9, ""rand-warnsdorf""], [0.05, 2738.09, 21, ""rand-warnsdorf""], [0.07, 2779.48, 24, ""rand-warn-rev""], [0.35, 2896.93, 21, ""rand-warn-rev""], [0.35, 3296.51, 26, ""rand-warnsdorf""], [0.38, 7004.77, 49, ""rand-warn-rev""], [2.45, 7981.78, 70, ""rand-warnsdorf""], [4.36, 10427.79, 87, ""rand-warn-rev""], [12.98, 12555.32, 103, ""rand-warn-rev""], [27.04, 13259.71, 119, ""rand-warn-rev""], [40.73, 14996.9, 125, ""reroute""], [41.8, 16126.36, 131, ""reroute""], [42.81, 17235.28, 136, ""reroute""], [43.79, 18317.44, 142, ""reroute""], [44.64, 19292.66, 147, ""reroute""], [45.63, 20635.27, 153, ""reroute""], [47.0, 21583.86, 159, ""reroute""], [48.19, 22537.36, 165, ""reroute""], [49.22, 23238.19, 171, ""reroute""], [50.23, 24336.18, 177, ""reroute""], [51.37, 25146.45, 183, ""reroute""], [52.39, 27106.53, 189, ""reroute""], [53.62, 27913.53, 195, ""reroute""], [54.97, 28970.01, 201, ""reroute""], [55.95, 29814.58, 207, ""reroute""], [57.08, 30818.26, 213, ""reroute""], [58.07, 31741.36, 219, ""reroute""], [58.91, 32435.66, 225, ""reroute""], [59.88, 32981.16, 231, ""reroute""], [60.91, 33513.99, 235, ""reroute""], [61.79, 34027.34, 240, ""reroute""], [62.43, 34707.99, 246, ""reroute""], [63.68, 36372.0, 252, ""reroute""], [64.79, 38278.3, 258, ""reroute""], [66.6, 39313.65, 264, ""reroute""], [67.74, 40537.52, 270, ""reroute""], [68.72, 41845.41, 276, ""reroute""], [69.68, 42731.86, 282, ""reroute""], [70.77, 43576.61, 288, ""reroute""], [71.69, 44285.32, 294, ""reroute""], [72.6, 44880.24, 300, ""reroute""], [73.37, 45603.12, 306, ""reroute""], [74.27, 46706.11, 312, ""reroute""], [74.85, 47464.39, 318, ""reroute""], [75.38, 48213.44, 324, ""reroute""], [75.95, 48830.54, 330, ""reroute""], [76.47, 49452.99, 333, ""reroute""], [76.9, 49973.89, 338, ""reroute""], [77.22, 50485.99, 344, ""reroute""], [77.5, 50970.42, 350, ""reroute""], [77.85, 52105.48, 356, ""reroute""], [78.12, 52722.41, 362, ""reroute""], [78.36, 53387.04, 367, ""reroute""], [78.67, 53996.87, 373, ""reroute""], [78.91, 54542.01, 379, ""reroute""], [79.14, 54994.45, 383, ""reroute""], [79.35, 55305.04, 389, ""reroute""], [79.55, 55593.91, 395, ""reroute""], [79.73, 55857.4, 398, ""reroute""], [79.9, 56054.93, 401, ""reroute""], [80.07, 56227.16, 401, ""reroute""], [80.23, 56393.26, 403, ""reroute""], [80.41, 56556.99, 406, ""reroute""], [80.55, 56700.63, 408, ""reroute""], [80.69, 56830.85, 410, ""reroute""], [80.85, 56926.5, 414, ""reroute""], [81.03, 57015.64, 415, ""reroute""], [81.18, 57101.98, 418, ""reroute""], [81.32, 57170.2, 421, ""reroute""], [81.45, 57286.83, 423, ""reroute""], [81.56, 57353.54, 425, ""reroute""], [81.67, 57418.93, 426, ""reroute""], [81.77, 57431.15, 425, ""reroute""]]"
9,9,523,739,120,71,58283.36,425,81.26,84.56,84.67,"[[0.0, 1165.38, 9, ""warnsdorff""], [0.02, 1181.32, 9, ""rand-warn-rev""], [0.66, 2830.23, 19, ""rand-warn-rev""], [0.7, 4311.07, 33, ""rand-warn-rev""], [1.73, 4602.36, 35, ""rand-warn-rev""], [2.47, 4999.45, 38, ""rand-warn-rev""], [2.66, 8131.33, 53, ""rand-warn-rev""], [11.53, 11215.89, 101, ""rand-warnsdorf""], [23.43, 12263.05, 107, ""rand-warnsdorf""], [40.86, 13927.67, 113, ""reroute""], [42.19, 15327.39, 119, ""reroute""], [43.6, 16622.79, 125, ""reroute""], [44.76, 17731.71, 130, ""reroute""], [45.98, 18795.73, 136, ""reroute""], [46.81, 19780.45, 142, ""reroute""], [48.23, 20491.83, 148, ""reroute""], [49.7, 21958.65, 154, ""reroute""], [51.18, 22697.48, 160, ""reroute""], [52.45, 23819.17, 166, ""reroute""], [53.98, 24513.47, 172, ""reroute""], [55.38, 26492.92, 178, ""reroute""], [56.71, 27335.55, 184, ""reroute""], [58.17, 28204.39, 190, ""reroute""], [59.5, 29367.97, 196, ""reroute""], [60.78, 30220.34, 202, ""reroute""], [61.98, 31217.22, 208, ""reroute""], [62.96, 31880.73, 212, ""reroute""], [63.97, 32509.0, 216, ""reroute""], [64.8, 33059.02, 221, ""reroute""], [65.73, 33596.09, 227, ""reroute""], [66.58, 34128.93, 231, ""reroute""], [67.3, 34642.27, 236, ""reroute""], [68.12, 35282.48, 242, ""reroute""], [69.21, 36248.12, 248, ""reroute""], [70.31, 38979.6, 254, ""reroute""], [71.3, 40143.24, 260, ""reroute""], [72.43, 41102.85, 266, ""reroute""], [73.26, 42334.67, 272, ""reroute""], [74.35, 43208.52, 278, ""reroute""], [75.21, 43955.98, 284, ""reroute""], [75.87, 44928.76, 290, ""reroute""], [76.53, 45685.77, 294, ""reroute""], [77.26, 46403.34, 300, ""reroute""], [77.86, 47047.73, 306, ""reroute""], [78.4, 47777.47, 312, ""reroute""], [78.88, 48712.53, 318, ""reroute""], [79.33, 49561.5, 324, ""reroute""], [79.8, 50178.6, 330, ""reroute""], [80.18, 50801.05, 333, ""reroute""], [80.53, 51216.87, 338, ""reroute""], [80.98, 51605.74, 343, ""reroute""], [81.32, 51957.68, 349, ""reroute""], [81.66, 53076.41, 355, ""reroute""], [81.91, 53583.35, 360, ""reroute""], [82.17, 54299.59, 365, ""reroute""], [82.4, 55011.94, 371, ""reroute""], [82.6, 55621.77, 377, ""reroute""], [82.8, 55968.09, 383, ""reroute""], [82.98, 56516.52, 389, ""reroute""], [83.14, 56821.96, 392, ""reroute""], [83.3, 57110.82, 398, ""reroute""], [83.45, 57374.31, 401, ""reroute""], [83.59, 57598.43, 405, ""reroute""], [83.72, 57740.03, 407, ""reroute""], [83.85, 57870.26, 409, ""reroute""], [83.97, 57977.38, 411, ""reroute""], [84.1, 58073.03, 415, ""reroute""], [84.22, 58139.74, 417, ""reroute""], [84.34, 58199.96, 421, ""reroute""], [84.45, 58251.15, 422, ""reroute""], [84.56, 58283.36, 425, ""reroute""]]"
